Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 4 eixos;Comercial;112
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;80
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;93
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;87
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;98
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;72
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;92
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;71
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;90
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;52
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;84
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;94
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;74
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;42
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;108
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;92
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;64
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;71
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;100
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;22
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;45
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;52
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;81
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;76
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;69
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;46
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;64
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;71
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;61
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;84
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;41
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 5 eixos;Comercial;90
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;227
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;161
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;191
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;286
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;233
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;128
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;170
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;307
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;62
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;221
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;190
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;228
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;274
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;261
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;264
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;212
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;309
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;268
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;304
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;238
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;105
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;297
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;192
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;195
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;193
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;266
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;184
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;257
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;161
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 6 eixos;Comercial;240
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;12
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;16
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;8
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;16
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;13
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;14
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;10
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;8
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Moto;Moto;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;106
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;76
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;44
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;40
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;118
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;91
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;117
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;8
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;96
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;91
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;74
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;105
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;56
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;111
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;84
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;95
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;86
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;78
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;34
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;77
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;44
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;53
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;47
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;97
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;67
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;101
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;88
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;79
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;66
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;101
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 7 eixos;Comercial;73
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;4
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;11
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;9
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;15
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;2
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;4
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;4
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;3
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;6
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;7
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 8 eixos;Comercial;5
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;79
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;146
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;178
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;138
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;148
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;157
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;180
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;191
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;166
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;182
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;202
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;155
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;70
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;163
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;224
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;99
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;140
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;204
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;53
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;153
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;137
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;174
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;122
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;108
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;119
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;135
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;154
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;102
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;210
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;181
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial 9 eixos;Comercial;32
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 10 BR-262/MG km: 736,90;Veículo Comercial Acima 10 eixos;Comercial;1
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;647
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;730
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;604
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;773
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;875
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;603
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;778
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;684
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;610
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;929
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;691
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;705
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;717
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;754
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;636
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;810
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;718
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;737
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;742
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;614
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;713
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;731
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;679
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;659
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;757
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;780
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;658
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;692
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;747
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;856
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Passeio 2 eixos;Passeio;689
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Comercial 2 eixos;Comercial;102
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Comercial 2 eixos;Comercial;103
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Comercial 2 eixos;Comercial;108
CONCEBRA;01/01/2023;Decrescente;Praça 11 BR-262/MG km: 863,50;Veículo Comercial 2 eixos;Comercial;89
